epoch,train_loss,val_loss,train_energy_rmse,val_energy_rmse,train_force_rmse,val_force_rmse,train_stress_rmse,val_stress_rmse
15,0.031863097751703616,0.17276909947395325,8.784222633854874,16.953722817392176,0.04581705292896867,0.12356473823382824,0.00039179922138153086,0.0005306967109072208
16,0.028010151648031792,0.27831462025642395,8.239739684979208,9.65208707831521,0.043492333349811625,0.1172690735114611,0.00034629541413940933,0.0013673995360195734
17,0.03621041580239156,0.121514692902565,11.12120359618187,10.106605379205797,0.047106812485452614,0.10122286720489736,0.0004162216851359577,0.00048611499187402465
18,0.03512115649524717,0.20346912741661072,12.350317126983397,12.472448878685434,0.04600123322049823,0.10438310111106805,0.00040265101711447907,0.0010526665660773955
19,0.03734234550768771,0.11857882887125015,9.838146698414967,8.22568850623736,0.04556354792635212,0.08719857110296063,0.00042771481326323854,0.000686602519298016
20,0.03206561684967869,0.15182554721832275,7.875169209190945,9.778923477389913,0.04335029703229081,0.07514007587598985,0.0003727819020660922,0.001001154468964617
21,0.03283251593224485,0.12538662552833557,10.191901285133586,20.000306584913158,0.045185711413020364,0.09919365493859789,0.0003508398443341152,0.0005156823940952984
22,0.03296472241229836,0.17400182783603668,8.699499411132381,15.915561926179464,0.043359927167035316,0.11803842554349261,0.0003753117084386243,0.000586667260615512
23,0.02679725527934162,0.17124952375888824,7.97159692898786,24.76159972646349,0.041618932109534525,0.09701119493381136,0.0003067577171797265,0.0008747840125682314
24,0.031270767717617005,0.11898849159479141,10.146006201646852,24.845522489786987,0.04373125025553311,0.09003361841012926,0.000347005927422304,0.0006108248504332262
25,0.025824481267683986,0.11980386078357697,8.367180339098391,17.250222790767083,0.041200275736910236,0.09541424595533042,0.0002962678033272622,0.0005335497425970923
26,0.02506949801606843,0.17315174639225006,7.821051187779529,28.32099359597158,0.040550182793581135,0.08660195291626926,0.00029262224567353987,0.0009866643538468476
27,0.026575144390164306,0.17590029537677765,9.361546646699821,20.019368822562548,0.04080617693937749,0.10293627659909073,0.0003135857872898779,0.0008339108407604092
28,0.021033693069971986,0.13893690705299377,6.382332250298318,35.48974794437389,0.03885006709964084,0.09738890581076955,0.00024284104524415268,0.0006544569829385913
29,0.028245987638261534,0.145268976688385,7.9823408012386405,17.551457581924563,0.040626040869830196,0.0962668406234138,0.0003416895545931781,0.000723103568350759
30,0.02456983854184946,0.18093231320381165,9.325133756807968,18.137494345560853,0.03996700370114017,0.10605396220349145,0.00029166485899645016,0.0008254024306720983
31,0.018775903099454632,0.23715998232364655,5.793374183080539,29.33630626560638,0.03752791156036462,0.10782754987884967,0.00021578908688439449,0.0010955892467309374
32,0.028388480917486476,0.17956963181495667,7.3324936783825025,23.199013354630424,0.04111338078169389,0.10803578350390569,0.00033807123581842496,0.0007893933381965005
33,0.020473358114374077,0.17530179023742676,6.052057482813404,28.20567859827567,0.03773254387241936,0.10417433902684718,0.00024893625184895516,0.0008123012962004086
34,0.019120972336889874,0.17156380414962769,6.213698942626563,27.281120297861772,0.03713488879300905,0.10244752903309051,0.00022999831209838376,0.0008115699052980211
35,0.03317465369261862,0.10873173922300339,10.755105677133594,15.06097340282159,0.04175149059936106,0.08447085135364304,0.00039528142100081113,0.0006095219180984006
36,0.022079221944699787,0.1704825907945633,6.754031134657716,25.554503192368077,0.03864084845072521,0.09566764678165779,0.00026645957807981604,0.0008849101733557522
37,0.021339832862116853,0.20245857536792755,8.057123013929655,22.64443316120692,0.037826781983473425,0.10799644123798055,0.00026389053447681515,0.0009236530353551934
38,0.0234189254217958,0.2185342013835907,7.317169787289443,26.395863518738594,0.03843691868022211,0.11609906579683285,0.00029307010782717106,0.0009113043791890002
39,0.01854951375934518,0.2135142683982849,6.123334854438875,24.132065938624073,0.03683383683668449,0.11763805973282983,0.00022231167475785633,0.0008633935768219055
40,0.02030815197526564,0.24978379905223846,5.941660036914433,22.292218746938367,0.036689064307117054,0.13312669923876713,0.000260951612697157,0.0008488798382205673
41,0.016642576262239094,0.27286532521247864,5.542701063221929,24.658508437118876,0.035510234902447105,0.13151744616468714,0.00019999262550343105,0.000996437948987232
42,0.018041974990554745,0.268196165561676,4.860949000837952,31.159931705509564,0.035574090795295936,0.1287641883320876,0.00023153409387893168,0.0010070903129594355
43,0.018599735036017768,0.2535260021686554,5.198402716552535,26.450831140708296,0.03561351479042397,0.12462223397656039,0.00024263190649296816,0.0009875187878299145
44,0.01794512038796544,0.25988367199897766,5.938043825224025,31.006117260034888,0.03557340753807751,0.11775242022044735,0.00022918972543731745,0.0010966582458818229
45,0.02387381279404838,0.19602958858013153,7.6581331533467685,22.800122881220364,0.03796679482737194,0.1133448879179516,0.00030656196403117917,0.0008187740185173408
46,0.01802897157211278,0.36375749111175537,5.296939373019106,23.217012338189953,0.03574342243052306,0.14988423278908083,0.00022852779285090167,0.0011771388497819836
47,0.01793370026332968,0.29080843925476074,5.093845731519811,14.807617976722469,0.035576338698778694,0.13030145950162136,0.00022909680287166575,0.0010991110854398128
48,0.018033930729757487,0.3401895761489868,5.266910518044635,23.084959173982092,0.03557658062737988,0.14013975502501738,0.00023123185174987482,0.0011969343326538409
49,0.016587181233593533,0.33319520950317383,4.071637737865124,20.169316416343143,0.0345591083217724,0.14214228351625757,0.0002150552214138853,0.001143433960156687
50,0.020923109439474476,0.23016615211963654,5.493868563747722,23.445067900324123,0.03591964926801958,0.13264611627167935,0.00028263614564923243,0.0007325749021146616
51,0.015628449578568657,0.30299490690231323,4.546116949518371,26.735278067404828,0.03442397507153879,0.14147120614995623,0.00019378558251789045,0.0010106388172759376
52,0.016444222802987116,0.29625576734542847,4.2296562246279565,16.19952894858261,0.03419454644802519,0.1363428016463444,0.00021751367123635604,0.0010492841311091838
53,0.01614873727523276,0.2796834409236908,4.818053178628067,24.200937006610324,0.03415930462245934,0.14147977602440842,0.00021105731663505128,0.0008884393148173869
54,0.017513915792341468,0.2835755944252014,7.080978068205823,39.1888310671922,0.034522290544271785,0.1365559142667512,0.0002354459842154455,0.0009775715605170891
55,0.016460808168317572,0.29698625206947327,4.2147983324577485,19.5290909930629,0.033838436301223476,0.13714214093135596,0.00022338629504175086,0.0010417545813020577
56,0.014762730105450948,0.37268081307411194,3.387044709345105,26.430054410378865,0.03330548308331109,0.15032699893938134,0.00019121395863393024,0.0012083052203011467
57,0.01705010367090846,0.3508771061897278,3.950123385081267,27.514474889670126,0.033846098391503966,0.14515234883154285,0.0002361444099842427,0.001180796518148091
58,0.015926342435094554,0.3466324508190155,4.582961521517171,26.302670903522028,0.03365693397661534,0.1491609225123149,0.0002138932249355642,0.0011110840663034933
59,0.015143680070887759,0.35901471972465515,4.120185228308093,18.12355268327552,0.03318423719717645,0.15323806728046302,0.00020278760536585888,0.0011129564474057858
60,0.015924504838972047,0.3817722797393799,3.9890874048193843,23.62065212428368,0.03334647383185264,0.15153889063052814,0.00021877688997925046,0.001231153773637147
61,0.01610261558228655,0.2984704375267029,4.08710578850691,27.53059181521802,0.033163319426127436,0.1368225911493812,0.0002255075456601625,0.0010512292651926151
62,0.017156443364337366,0.35669660568237305,4.433086164378396,18.890904077411356,0.033718261917679064,0.14938123456463856,0.00024010689992062917,0.0011540892021889941
63,0.015243487300918259,0.3818758428096771,4.383493641542845,25.847212312985707,0.03302379973686484,0.15174197867754471,0.0002077517254334015,0.0012286232985588383
64,0.017935772268599177,0.35661330819129944,5.636506197997183,28.95010812864083,0.0341112587228724,0.14416873409254408,0.00025031540859777815,0.0012162608141880664
65,0.015084175894457211,0.339143306016922,3.7788362302283383,25.282388881524753,0.03280589967339097,0.1451890986700146,0.0002074902279804166,0.0011300677394417218
66,0.014137547194207435,0.42764806747436523,3.2562204785599955,21.82813588415758,0.03261582052388942,0.15788584906567285,0.00018672310968887235,0.0013337625868131973
67,0.01429552693225931,0.41649723052978516,3.5396295248402487,33.01643937495317,0.0325325441351501,0.15200620137917725,0.00019227272194031694,0.0013577490995152566
68,0.014625646783682557,0.3970334529876709,4.792464126805695,26.17703602591744,0.032627664874277415,0.1503672158529539,0.00019886078229121738,0.001304779985107684
69,0.01484111025950858,0.5571480393409729,4.728128977588174,26.246232877223125,0.032498980757153684,0.1641670061819944,0.00020626367818859576,0.0016939633301298342
70,0.014103053562490982,0.3764932453632355,3.961749332203862,20.041523379246478,0.03209062232728198,0.1485807267008836,0.00019459721108220043,0.0012463115075910477
71,0.014397817022582454,0.3894142508506775,4.406657822537973,22.45435155648851,0.03207069961259928,0.15487291543642911,0.0002022529187453883,0.0012208759552135302
72,0.014277243596892867,0.4506390392780304,4.477425277384037,20.968775130706874,0.03195671018624703,0.15893080900015868,0.00020105934710259337,0.0014057360340906427
73,0.013795178170842306,0.4170302152633667,3.3438492792268684,27.172588347431837,0.031872633061924754,0.15855620131753898,0.000190337304203555,0.0012840990646823017
74,0.014346375473596585,0.35341230034828186,3.738136720858344,14.284323003091854,0.031908936970919656,0.151247091474885,0.0002036703842775951,0.0011155784198123482
75,0.014248852057113468,0.3528648018836975,4.008274473579745,22.82661385207016,0.03223108780621574,0.1468138328975704,0.00019600848802354634,0.0011696183050978154
76,0.013151954162257139,0.4440177083015442,3.296660206055511,23.93309865943592,0.031476262089626054,0.16000281047951576,0.00017975217336538155,0.0013690723853146027
77,0.016623798774372783,0.42902645468711853,6.6836672511414665,23.17346251377464,0.033357719118777156,0.16142715734985513,0.00023343806320349426,0.0012957709284214293
78,0.013048706267157198,0.32868239283561707,3.3766039138441513,19.201575079719614,0.031415097346007996,0.1473163848029679,0.0001779266452760397,0.0010549521206249148
79,0.01699901351607125,0.3381757438182831,4.569032825457595,17.044573287342992,0.0328669374728107,0.15241864607261152,0.0002484624051525035,0.0010274764750198462
80,0.014477885211405452,0.35493969917297363,3.960219417251752,19.713692318055735,0.031712412535695796,0.15406033471800312,0.0002098324851622572,0.0010826138389997604
81,0.012242237032760572,0.3954557180404663,2.5620322241105207,19.487698451561844,0.03120186175548559,0.15989455346765102,0.0001580375864112114,0.0011807344906129289
82,0.015538999524350837,0.2950189709663391,4.363901557786999,11.07398556265222,0.032153855248912025,0.12184479014883358,0.00022756979741344525,0.0012101026230943003
83,0.013904631406272579,0.3832687735557556,5.435301143518142,22.250631150251913,0.0322963087690377,0.15562765945292967,0.0001855309986031264,0.0011856393896342078
84,0.014967179368117258,0.3521331250667572,2.8509253304235256,23.393126207804265,0.031756801257034985,0.14529707085224666,0.00022071701839724412,0.0011852155071726037
85,0.013004032394942824,0.37585151195526123,2.7733634094717634,23.26890330508962,0.031276354160955616,0.15342839868284808,0.00017921263599540688,0.0011828240140496923
86,0.011992913284560425,0.3162805736064911,3.0983306746012307,13.396286735611255,0.03073372337131998,0.14734929989493964,0.00015922332724241142,0.0009949015119992593
87,0.01174630749254265,0.36815235018730164,3.5019481714882583,16.72744637166573,0.030548722404408545,0.15579417201005846,0.0001548947525777101,0.0011187234356125775
88,0.011402325120961121,0.4219724237918854,2.5453500197788093,22.62093142971868,0.03014765054658932,0.16417088295671803,0.0001518083476456971,0.0012326392574691244
89,0.0176741187360573,0.2779674828052521,6.316499626465188,37.47543928036387,0.033179913506329456,0.1275429151915353,0.00025734786844336567,0.0010671980958193287
90,0.014514144008699117,0.3238483965396881,4.903872453936023,27.467294659976616,0.03234883871089313,0.14453449804297636,0.0002005780573885945,0.0010686056241186155
91,0.015069145593887926,0.38315436244010925,5.241500770858107,19.995608478055303,0.03228645137074715,0.15181376619318301,0.00021482894605252568,0.0012340190117300573
92,0.013799694053705437,0.33226728439331055,3.626333692795371,19.460263353628466,0.031179140348513327,0.14714680631854146,0.00020156100444216623,0.0010740890846541319
93,0.013034595573702965,0.3597794473171234,2.735622319695676,18.83323428248863,0.030872519553541086,0.155606332115933,0.00018690976035124824,0.001083011911427378
94,0.012454515689566141,0.3297915458679199,2.7144523703260304,19.58375141373653,0.030617726574071382,0.15328202062833993,0.00017522010692793257,0.0009718755438992174
95,0.01419482304435593,0.36304986476898193,2.999821873301351,19.415217728445175,0.03134204728048717,0.152338024781999,0.00020880853396908794,0.001142821636004594
96,0.014607525691531268,0.31243377923965454,3.8690330890235964,19.019698408526168,0.031331307721381076,0.14473538208937076,0.00021848539849119835,0.0010128609710564893
97,0.013055268553488823,0.4012083411216736,3.1019177117996857,21.29495690751423,0.03082801683226173,0.16195526049409822,0.0001881348539682094,0.0011766893980916274
98,0.011564869029093653,0.33795884251594543,2.730034982842789,24.164483172406474,0.030092208125816228,0.1498911131328983,0.00015809762938046127,0.0010616096066749074
99,0.011649452459342402,0.3788788914680481,2.9356408739795286,18.018757908303087,0.03030252205327212,0.15866079001829603,0.0001567142918485401,0.0011261514764819782
100,0.011211888935300654,0.3513387441635132,2.2450534559318416,16.644447224970037,0.029855699538440708,0.15592309091264253,0.00015135185393291687,0.0010389494708427675
